,Date,Action,Type,HMC_Shares,HYMTF_Shares,HMC_Price,HYMTF_Price
0,2014-02-27,Open Position,upper,1372.495184769358,789.8894250021771,36.43000030517578,63.29999923706055
1,2014-02-28,Close Position,upper,1386.9625813638966,1111.111111111111,36.04999923706055,45.0
2,2014-03-03,Open Position,lower,1373.6263160443016,1111.111111111111,36.400001525878906,45.0
3,2014-03-04,Close Position,lower,1353.9127968269322,779.4232082727134,36.93000030517578,64.1500015258789
4,2014-03-13,Open Position,lower,1395.0892797747285,817.6614677407623,35.84000015258789,61.150001525878906
5,2014-03-18,Close Position,lower,1414.0271249136406,817.6614677407623,35.36000061035156,61.150001525878906
6,2014-03-20,Open Position,upper,1428.5714285714287,817.6614677407623,35.0,61.150001525878906
7,2014-03-25,Close Position,upper,1443.001379456122,877.1929824561404,34.650001525878906,57.0
8,2014-03-26,Open Position,lower,1451.3787777267305,877.1929824561404,34.45000076293945,57.0
9,2014-03-28,Close Position,lower,1435.1320258615451,813.0081300813008,34.84000015258789,61.5
10,2014-04-01,Open Position,upper,1420.454514667023,793.6507936507936,35.20000076293945,63.0
11,2014-04-17,Close Position,upper,1463.2719543263381,793.6507936507936,34.16999816894531,63.0
12,2014-04-21,Open Position,lower,1478.8523504615603,793.6507936507936,33.810001373291016,63.0
13,2014-04-22,Close Position,lower,1485.8840336618393,769.2307692307693,33.650001525878906,65.0
14,2014-04-28,Open Position,upper,1529.9877458104281,781.005976597707,32.68000030517578,64.0199966430664
15,2014-04-30,Close Position,upper,1501.5015359025454,781.005976597707,33.29999923706055,64.0199966430664
16,2014-05-01,Open Position,lower,1485.0015657594024,781.005976597707,33.66999816894531,64.0199966430664
17,2014-05-12,Close Position,lower,1520.6812158070932,769.2307692307693,32.880001068115234,65.0
18,2014-05-13,Open Position,upper,1480.6040663971942,763.3587786259542,33.77000045776367,65.5
19,2014-05-27,Close Position,upper,1433.486194635079,714.2857142857143,34.880001068115234,70.0
20,2014-06-02,Open Position,lower,1417.635365779927,714.2857142857143,35.27000045776367,70.0
21,2014-06-05,Close Position,lower,1427.348037178653,680.2721088435375,35.029998779296875,73.5
22,2014-06-06,Open Position,upper,1424.9073748240635,680.2721088435375,35.09000015258789,73.5
23,2014-06-18,Close Position,upper,1428.5714285714287,680.2721088435375,35.0,73.5
24,2014-06-19,Open Position,lower,1402.5244841491578,689.6551724137931,35.650001525878906,72.5
25,2014-06-24,Close Position,lower,1433.8973768731755,682.2213040716024,34.869998931884766,73.29000091552734
26,2014-06-27,Open Position,upper,1434.7202923732978,666.6666666666666,34.849998474121094,75.0
27,2014-07-08,Close Position,upper,1428.9796399401291,681.7562380238057,34.9900016784668,73.33999633789062
28,2014-07-09,Open Position,lower,1412.0305059434836,680.7352222932476,35.40999984741211,73.44999694824219
29,2014-07-16,Close Position,lower,1400.952701706802,664.0988098286542,35.689998626708984,75.29000091552734
30,2014-07-17,Open Position,upper,1424.5014864278282,657.8947368421053,35.099998474121094,76.0
31,2014-07-23,Close Position,upper,1422.4750449352869,675.8583094240138,35.150001525878906,73.9800033569336
32,2014-07-24,Open Position,lower,1423.2848983708432,675.8583094240138,35.130001068115234,73.9800033569336
33,2014-07-31,Close Position,lower,1433.486194635079,634.5177419239279,34.880001068115234,78.80000305175781
34,2014-08-01,Open Position,upper,1445.0867689314282,625.0,34.599998474121094,80.0
35,2014-08-11,Close Position,upper,1469.7236721697207,649.3506493506494,34.02000045776367,77.0
36,2014-08-12,Open Position,upper,1474.491307136229,641.025641025641,33.90999984741211,78.0
37,2014-08-13,Close Position,upper,1456.0279492669704,671.1409395973154,34.34000015258789,74.5
38,2014-08-14,Open Position,lower,1466.2757254357537,671.1409395973154,34.099998474121094,74.5
39,2014-08-18,Close Position,lower,1465.416224068974,645.1612903225806,34.119998931884766,77.5
40,2014-08-19,Open Position,upper,1467.1360714082634,640.6149653427069,34.08000183105469,78.05000305175781
41,2014-08-20,Close Position,upper,1466.7057722557483,680.2721088435375,34.09000015258789,73.5
42,2014-08-21,Open Position,lower,1439.677531213132,680.2721088435375,34.72999954223633,73.5
43,2014-08-29,Close Position,lower,1468.4288141063812,684.931506849315,34.04999923706055,73.0
44,2014-09-10,Open Position,lower,1460.7070017136605,751.8796992481203,34.22999954223633,66.5
45,2014-09-17,Close Position,lower,1473.6221500231716,720.461079260283,33.93000030517578,69.4000015258789
46,2014-09-19,Open Position,lower,1450.9576705859379,847.457627118644,34.459999084472656,59.0
47,2014-10-13,Close Position,lower,1592.864000388883,965.250979467723,31.389999389648438,51.79999923706055
48,2014-10-17,Open Position,lower,1606.1677272068616,1012.1457177244574,31.1299991607666,49.400001525878906
49,2014-10-24,Close Position,lower,1609.2694075027373,869.5652173913044,31.06999969482422,57.5
50,2014-10-27,Open Position,upper,1622.3231828388625,869.5652173913044,30.81999969482422,57.5
51,2014-11-03,Close Position,upper,1543.209803865701,866.5511150584742,32.400001525878906,57.70000076293945
52,2014-11-06,Open Position,lower,1579.2798560005995,896.8609865470852,31.65999984741211,55.75
53,2014-11-11,Close Position,lower,1612.3830903242438,838.9261959748286,31.010000228881836,59.599998474121094
54,2014-11-12,Open Position,upper,1603.0778821373533,838.9261959748286,31.190000534057617,59.599998474121094
55,2014-11-19,Close Position,upper,1606.1677272068616,890.947985595779,31.1299991607666,56.119998931884766
56,2014-11-20,Open Position,lower,1604.6213172286837,887.3114703448067,31.15999984741211,56.349998474121094
57,2014-11-24,Close Position,lower,1578.2828130791133,858.3690987124463,31.68000030517578,58.25
58,2014-11-26,Open Position,lower,1614.4656476772873,899.9279835157845,30.969999313354492,55.560001373291016
59,2014-12-02,Close Position,lower,1625.4876341988104,892.8571428571429,30.760000228881836,56.0
60,2014-12-08,Open Position,upper,1637.1970694532192,892.8571428571429,30.540000915527344,56.0
61,2014-12-12,Close Position,upper,1704.1581370131596,925.0693932612754,29.34000015258789,54.04999923706055
62,2014-12-16,Open Position,upper,1731.9015776422013,877.1929824561404,28.8700008392334,57.0
63,2014-12-18,Close Position,upper,1658.925050183394,925.925925925926,30.139999389648438,54.0
64,2014-12-29,Open Position,upper,1664.4473527347848,869.5652173913044,30.040000915527344,57.5
65,2015-01-06,Close Position,upper,1734.9063334299583,904.6498929959135,28.81999969482422,55.27000045776367
66,2015-01-08,Open Position,upper,1696.0651552373479,873.3624454148471,29.479999542236328,57.25
67,2015-01-14,Close Position,upper,1652.892561983471,868.8097421867807,30.25,57.54999923706055
68,2015-01-15,Open Position,lower,1650.165058052014,896.8609865470852,30.299999237060547,55.75
